"","id","f_analisis","var_rpta","segmento","valor_total_transferido","n_transacciones_exitosas","val_por_transaccion","disposit"
"32755",32755,201701,0,5,380250,216,1760.41666666667,3
"32756",32756,201603,0,0,0,827,0,1
"32757",32757,201707,0,5,2700965,355,7608.35211267606,6
"32758",32758,201803,0,5,0,836,0,1
"32759",32759,201702,0,5,209034332.25,82,2549199.17378049,5
"32760",32760,201705,0,5,68654989.5,7558,9083.75092617094,7
"32761",32761,201602,0,1,0,1809,0,1
"32762",32762,201610,0,4,0,52,0,5
"32763",32763,201804,0,5,0,105,0,1
"32764",32764,201603,0,5,2453150,0,0,6
"32765",32765,201804,0,0,0,382,0,2
"32766",32766,201607,0,0,0,3950,0,1
"32767",32767,201601,0,1,0,106,0,1
"32768",32768,201709,0,5,310120.9,43,7212.11395348837,4
"32769",32769,201609,0,4,5132750,215,23873.2558139535,4
"32770",32770,201610,0,5,7970000,283,28162.5441696113,2
"32771",32771,201703,0,5,55789500,156,357625,6
"32772",32772,201805,0,5,0,586,0,1
"32773",32773,201710,0,2,383510972.8,109,3518449.29174312,5
"32774",32774,201804,0,0,21016800,2505,8389.94011976048,1
"32775",32775,201803,0,5,0,982,0,2
"32776",32776,201608,0,0,0,526,0,3
"32777",32777,201709,0,5,0,353,0,4
"32778",32778,201709,0,5,0,49,0,1
"32779",32779,201701,0,5,271050,0,0,2
"32780",32780,201708,0,5,466700,849,549.705535924617,6
"32781",32781,201603,0,4,0,239,0,1
"32782",32782,201605,0,5,0,0,0,1
"32783",32783,201609,0,4,911350,0,0,5
"32784",32784,201703,0,4,105000,365,287.671232876712,4
"32785",32785,201807,0,4,3211938,123,26113.3170731707,4
"32786",32786,201603,0,5,5242886,443,11834.9571106095,6
"32787",32787,201801,1,5,0,735,0,2
"32788",32788,201607,1,1,0,31,0,3
"32789",32789,201703,0,5,87250,15,5816.66666666667,3
"32790",32790,201610,0,1,0,52,0,2
"32791",32791,201702,0,0,0,1,0,1
"32792",32792,201604,0,4,0,2,0,3
"32793",32793,201802,0,5,3067620.9,22,139437.313636364,5
"32794",32794,201711,0,5,0,1103,0,1
"32795",32795,201610,0,4,0,0,0,4
"32796",32796,201710,0,5,0,892,0,1
"32797",32797,201605,0,3,204475918,395,517660.551898734,4
"32798",32798,201707,0,5,7878380.4,1022,7708.78708414873,4
"32799",32799,201604,0,4,0,362,0,3
"32800",32800,201603,0,1,0,228,0,3
"32801",32801,201604,0,4,105000,93,1129.03225806452,7
"32802",32802,201601,1,1,0,780,0,1
"32803",32803,201604,0,5,74250,125,594,3
"32804",32804,201603,0,5,177349715,36,4926380.97222222,4
"32805",32805,201708,0,5,20081115.15,987,20345.6080547112,5
"32806",32806,201711,0,5,21361829.55,320,66755.71734375,5
"32807",32807,201702,0,3,49136554,2326,21124.9157351677,2
"32808",32808,201610,0,5,2551.5,1317,1.9373576309795,4
"32809",32809,201805,0,5,1653284,1033,1600.46853823814,3
"32810",32810,201607,0,5,0,740,0,1
"32811",32811,201802,0,5,0,1217,0,5
"32812",32812,201712,0,0,0,479,0,1
"32813",32813,201610,0,5,0,1110,0,4
"32814",32814,201709,0,1,0,65,0,2
"32815",32815,201603,1,5,0,41,0,1
"32816",32816,201805,1,5,6503115,22,295596.136363636,6
"32817",32817,201703,0,0,0,794,0,1
"32818",32818,201701,0,0,0,113,0,3
"32819",32819,201703,0,0,0,145,0,2
"32820",32820,201806,1,1,9454271.4,4,2363567.85,2
"32821",32821,201610,0,1,0,708,0,5
"32822",32822,201805,0,4,0,122,0,4
"32823",32823,201704,0,1,0,1293,0,2
"32824",32824,201711,0,2,0,5,0,2
"32825",32825,201611,0,5,0,159,0,1
"32826",32826,201804,0,5,0,6,0,3
"32827",32827,201611,0,5,0,5,0,4
"32828",32828,201803,0,4,11598081.35,2820,4112.79480496454,5
"32829",32829,201707,0,5,0,23,0,3
"32830",32830,201612,0,5,1208930,7,172704.285714286,6
"32831",32831,201602,0,5,0,396,0,1
"32832",32832,201609,0,5,4726200,212,22293.3962264151,5
"32833",32833,201707,0,5,991800,558,1777.41935483871,3
"32834",32834,201711,0,4,0,592,0,3
"32835",32835,201612,1,5,0,26,0,1
"32836",32836,201706,0,5,141701310,2,70850655,3
"32837",32837,201703,0,5,13887650,1088,12764.3841911765,4
"32838",32838,201611,0,4,1315584,712,1847.73033707865,5
"32839",32839,201804,0,4,958089,189,5069.25396825397,4
"32840",32840,201712,0,0,0,299,0,1
"32841",32841,201603,0,0,0,0,0,1
"32842",32842,201711,0,5,250250,118,2120.76271186441,4
"32843",32843,201705,0,5,3465050,451,7683.0376940133,5
"32844",32844,201603,0,4,427500,646,661.764705882353,4
"32845",32845,201710,0,0,0,173,0,1
"32846",32846,201606,0,5,1957330480,2,978665240,5
"32847",32847,201801,0,2,10224802.5,2336,4377.05586472603,5
"32848",32848,201806,1,1,0,1706,0,2
"32849",32849,201703,0,2,0,4,0,5
"32850",32850,201612,1,5,26128500,769,33977.2431729519,6
"32851",32851,201712,0,5,0,231,0,1
"32852",32852,201702,1,5,0,3,0,3
"32853",32853,201707,1,1,19810300,23,861317.391304348,7
"32854",32854,201611,0,5,0,1192,0,2
"32855",32855,201603,0,4,95000,0,0,2
"32856",32856,201711,0,0,0,136,0,1
"32857",32857,201603,0,5,0,9,0,3
"32858",32858,201801,0,4,0,196,0,3
"32859",32859,201802,0,5,78706384.35,684,115067.813377193,4
"32860",32860,201710,0,5,0,2446,0,1
"32861",32861,201707,0,1,0,0,0,3
"32862",32862,201705,0,4,10399450,16,649965.625,3
"32863",32863,201603,0,1,0,914,0,1
"32864",32864,201803,0,5,0,0,0,1
"32865",32865,201804,0,5,0,5,0,3
"32866",32866,201708,0,1,0,13,0,2
"32867",32867,201606,0,4,0,5,0,1
"32868",32868,201712,1,1,0,337,0,1
"32869",32869,201807,0,5,23895129.2,40,597378.23,4
"32870",32870,201610,0,5,5750773.2,1750,3286.15611428571,6
"32871",32871,201610,0,3,39002491.3,506,77080.0223320158,4
"32872",32872,201611,0,1,2702115,878,3077.57972665148,6
"32873",32873,201802,0,5,0,516,0,5
"32874",32874,201804,0,4,0,334,0,5
"32875",32875,201806,0,0,0,1517,0,2
"32876",32876,201705,1,5,0,107,0,5
"32877",32877,201710,0,0,1235800,48,25745.8333333333,5
"32878",32878,201709,0,5,0,569,0,1
"32879",32879,201712,0,3,92174500.1,3,30724833.3666667,5
"32880",32880,201711,0,5,0,2094,0,3
"32881",32881,201602,0,4,0,666,0,5
"32882",32882,201605,1,5,201400,145,1388.96551724138,6
"32883",32883,201705,0,0,0,424,0,5
"32884",32884,201709,0,5,0,20,0,1
"32885",32885,201609,0,1,0,0,0,4
"32886",32886,201806,0,5,15031400,8,1878925,5
"32887",32887,201801,0,1,0,730,0,1
"32888",32888,201806,1,5,13558252.35,7,1936893.19285714,7
"32889",32889,201806,0,5,1617336,1641,985.579524680073,5
"32890",32890,201612,0,4,1780261.9,45,39561.3755555556,4
"32891",32891,201608,0,1,215200,151,1425.16556291391,6
"32892",32892,201711,0,5,0,250,0,2
"32893",32893,201801,0,2,54729984.05,22,2487726.54772727,4
"32894",32894,201610,0,5,0,930,0,4
"32895",32895,201705,0,5,16176970,414,39074.806763285,6
"32896",32896,201806,0,5,190000,1412,134.560906515581,1
"32897",32897,201709,0,5,4257465.5,313,13602.1261980831,4
"32898",32898,201806,0,5,5252503.7,622,8444.53971061093,4
"32899",32899,201802,0,5,0,278,0,1
"32900",32900,201704,0,5,2160000,15,144000,6
"32901",32901,201804,0,5,0,647,0,2
"32902",32902,201601,0,0,0,42,0,4
"32903",32903,201603,0,1,0,58,0,4
"32904",32904,201703,0,1,0,9,0,1
"32905",32905,201806,1,0,0,13,0,2
"32906",32906,201710,0,4,494850475.55,3,164950158.516667,2
"32907",32907,201602,0,1,0,792,0,1
"32908",32908,201601,0,5,0,3,0,2
"32909",32909,201709,0,5,8950,17,526.470588235294,4
"32910",32910,201610,0,5,3146330,281,11196.9039145907,6
"32911",32911,201609,0,5,0,635,0,4
"32912",32912,201704,0,1,301138.95,100,3011.3895,2
"32913",32913,201805,0,5,0,8,0,2
"32914",32914,201701,0,5,14472150,159,91019.8113207547,4
"32915",32915,201611,0,0,0,259,0,2
"32916",32916,201706,0,5,4850000,22,220454.545454545,4
"32917",32917,201703,0,5,0,138,0,2
"32918",32918,201705,0,0,6300000,2,3150000,4
"32919",32919,201807,0,5,399000,615,648.780487804878,4
"32920",32920,201608,0,5,18253039.05,144,126757.215625,4
"32921",32921,201804,0,5,98610,611,161.39116202946,3
"32922",32922,201703,0,5,4531180,206,21996.0194174757,8
"32923",32923,201804,0,4,6590586.3,602,10947.8177740864,4
"32924",32924,201606,0,0,0,984,0,1
"32925",32925,201709,0,1,1491,9,165.666666666667,5
"32926",32926,201701,0,5,9597219.55,285,33674.4545614035,4
"32927",32927,201612,1,1,0,117,0,3
"32928",32928,201705,0,4,3061200,12,255100,3
"32929",32929,201705,0,5,6188992.7,75,82519.9026666667,6
"32930",32930,201612,0,5,0,585,0,1
"32931",32931,201805,0,5,69484509.36,24,2895187.89,4
"32932",32932,201705,0,0,0,1071,0,5
"32933",32933,201703,0,5,2432646.55,148,16436.8010135135,4
"32934",32934,201802,0,4,2056500,247,8325.91093117409,1
"32935",32935,201601,0,5,0,672,0,2
"32936",32936,201609,0,5,0,6,0,2
"32937",32937,201602,0,1,0,164,0,2
"32938",32938,201806,0,5,0,3,0,1
"32939",32939,201608,0,3,285000,0,0,4
"32940",32940,201708,0,5,9483805.35,206,46037.8900485437,5
"32941",32941,201801,0,5,224350,986,227.535496957404,7
"32942",32942,201611,0,5,68272657.25,533,128091.289399625,5
"32943",32943,201802,0,4,42826672.35,983,43567.3167344863,4
"32944",32944,201708,0,4,0,1092,0,2
"32945",32945,201701,1,1,0,4,0,4
"32946",32946,201612,0,5,14018993.6,297,47201.9986531987,6
"32947",32947,201708,0,5,18596,66,281.757575757576,5
"32948",32948,201706,0,2,28930033.575,240,120541.8065625,6
"32949",32949,201610,0,4,0,1187,0,4
"32950",32950,201801,1,1,0,619,0,1
"32951",32951,201802,0,5,1491,2,745.5,1
"32952",32952,201712,0,5,37107491.7505,10,3710749.17505,3
"32953",32953,201601,0,0,0,3828,0,1
"32954",32954,201707,0,0,0,0,0,4
"32955",32955,201701,0,4,3422600,853,4012.42672919109,5
"32956",32956,201802,0,4,0,481,0,2
"32957",32957,201802,0,5,139173035.25,2,69586517.625,5
"32958",32958,201606,1,5,0,1129,0,1
"32959",32959,201802,0,0,1251501.5,219,5714.61872146119,5
"32960",32960,201605,1,5,1771416.55,980,1807.56790816327,3
"32961",32961,201608,1,1,0,16,0,2
"32962",32962,201608,1,1,2340000,0,0,4
"32963",32963,201703,0,0,12766751,131,97456.1145038168,9
"32964",32964,201611,0,3,31500,881,35.7548240635641,6
"32965",32965,201706,0,5,95890660.5,193,496842.800518135,7
"32966",32966,201612,0,5,164803150,1562,105507.778489117,7
"32967",32967,201702,0,0,0,3273,0,1
"32968",32968,201704,0,0,0,267,0,3
"32969",32969,201707,0,4,0,18,0,2
"32970",32970,201610,0,1,0,10,0,1
"32971",32971,201606,0,4,5373900,37,145240.540540541,4
"32972",32972,201609,0,5,0,1053,0,1
"32973",32973,201712,0,0,0,209,0,1
"32974",32974,201710,0,0,376960.95,4,94240.2375,3
"32975",32975,201704,0,5,0,24,0,1
"32976",32976,201805,0,5,29891267,49,610025.857142857,5
"32977",32977,201610,0,3,0,668,0,2
"32978",32978,201712,0,5,1731195.55,56,30914.20625,4
"32979",32979,201805,0,4,4400100,95,46316.8421052632,7
"32980",32980,201603,0,1,1757.5,145,12.1206896551724,6
"32981",32981,201601,0,4,0,27,0,3
"32982",32982,201710,0,5,0,38,0,1
"32983",32983,201702,0,2,34627914.15,1,34627914.15,2
"32984",32984,201803,0,2,0,1780,0,2
"32985",32985,201710,0,5,6500371.5875,144,45141.4693576389,5
"32986",32986,201707,0,0,23700,32,740.625,1
"32987",32987,201807,0,4,40962950,18,2275719.44444444,5
"32988",32988,201709,0,5,522500,1300,401.923076923077,4
"32989",32989,201804,0,0,0,288,0,1
"32990",32990,201802,0,0,3463358.05,4,865839.5125,3
"32991",32991,201602,0,1,0,1209,0,2
"32992",32992,201704,0,4,0,75,0,4
"32993",32993,201807,0,4,9047620.4,96,94246.0458333333,6
"32994",32994,201602,0,5,23876000,952,25079.8319327731,6
"32995",32995,201702,1,5,0,298,0,1
"32996",32996,201806,0,5,44711564,30,1490385.46666667,5
"32997",32997,201701,0,5,1400000,619,2261.71243941842,3
"32998",32998,201607,0,5,0,133,0,2
"32999",32999,201801,0,0,0,2,0,3
"33000",33000,201804,0,0,0,156,0,2
"33001",33001,201803,0,5,0,17,0,2
"33002",33002,201603,0,0,0,2,0,3
"33003",33003,201610,0,5,19000,285,66.6666666666667,6
"33004",33004,201806,0,0,1011033,173,5844.12138728324,6
"33005",33005,201611,0,5,2846295.05,124,22953.9923387097,5
"33006",33006,201611,1,5,0,97,0,1
"33007",33007,201610,0,4,0,1,0,1
"33008",33008,201601,0,5,0,30,0,5
"33009",33009,201712,0,5,0,105,0,3
"33010",33010,201801,0,4,34834339.9,89,391397.07752809,4
"33011",33011,201806,0,1,0,788,0,2
"33012",33012,201805,0,5,897683800,0,0,2
"33013",33013,201807,0,5,34393038.7,359,95802.3362116992,4
"33014",33014,201708,0,5,0,986,0,2
"33015",33015,201807,0,4,3106550.6,5,621310.12,3
"33016",33016,201709,0,5,0,286,0,4
"33017",33017,201707,0,4,0,42,0,1
"33018",33018,201710,0,4,46080703.1,237,194433.346413502,4
"33019",33019,201706,0,5,3581372.55,2873,1246.56197354682,3
"33020",33020,201702,0,0,0,8,0,1
"33021",33021,201704,0,0,0,233,0,4
"33022",33022,201702,0,3,24295741.5,19,1278723.23684211,5
"33023",33023,201610,0,5,375250,915,410.109289617486,3
"33024",33024,201807,0,5,15843573.05,448,35365.1184151786,3
"33025",33025,201804,1,5,0,776,0,3
"33026",33026,201702,0,4,0,92,0,1
"33027",33027,201609,1,5,0,5,0,1
"33028",33028,201609,0,5,3209850,2,1604925,4
"33029",33029,201704,0,0,0,206,0,4
"33030",33030,201702,0,5,0,9,0,1
"33031",33031,201606,0,5,3084550,8,385568.75,7
"33032",33032,201607,0,5,9500,497,19.1146881287726,6
"33033",33033,201606,0,4,24197611,327,73998.8103975535,5
"33034",33034,201711,0,5,3946595,708,5574.28672316384,6
"33035",33035,201602,0,5,7041064.65,888,7929.12685810811,7
"33036",33036,201703,0,5,1176728.5,397,2964.0516372796,4
"33037",33037,201702,0,5,4125259.15,323,12771.7001547988,6
"33038",33038,201705,1,5,0,719,0,6
"33039",33039,201801,0,0,0,216,0,6
"33040",33040,201701,0,5,93200,331,281.570996978852,4
"33041",33041,201611,0,0,976885,497,1965.56338028169,4
"33042",33042,201804,0,5,0,509,0,3
"33043",33043,201607,0,5,19519030.6,150,130126.870666667,6
"33044",33044,201602,0,1,0,1057,0,3
"33045",33045,201610,0,0,0,7,0,5
"33046",33046,201712,0,0,0,18,0,1
"33047",33047,201610,0,5,0,86,0,8
"33048",33048,201703,0,5,10828845.45,229,47287.5347161572,5
"33049",33049,201605,0,5,252500,676,373.520710059172,4
"33050",33050,201803,0,5,137021991.2,242,566206.575206612,3
"33051",33051,201606,0,5,4798500,1307,3671.38485080337,7
"33052",33052,201806,0,5,5203921.05,1977,2632.23118361153,5
"33053",33053,201607,0,5,20064235,71,282594.85915493,6
"33054",33054,201608,0,5,0,1460,0,1
"33055",33055,201803,0,2,0,0,0,4
"33056",33056,201710,0,5,66500,1542,43.1258106355383,5
"33057",33057,201612,0,5,0,264,0,2
"33058",33058,201606,0,5,0,3,0,2
"33059",33059,201802,0,5,69555252.809,9,7728361.42322222,7
"33060",33060,201807,0,4,574960.05,1110,517.982027027027,3
"33061",33061,201807,0,5,0,497,0,3
"33062",33062,201709,0,5,420000,1550,270.967741935484,4
"33063",33063,201602,0,5,37304033.45,144,259055.787847222,6
"33064",33064,201801,0,4,10653688.15,757,14073.5642668428,7
"33065",33065,201609,0,5,46129303.85,1395,33067.6013261649,5
"33066",33066,201701,0,0,0,1406,0,7
"33067",33067,201704,0,4,120234446.25,331,363246.061178248,4
"33068",33068,201601,0,0,0,2280,0,2
"33069",33069,201702,0,4,10275100,751,13681.8908122503,8
"33070",33070,201604,0,0,17294025.75,1546,11186.3038486417,3
"33071",33071,201702,0,1,0,29,0,4
"33072",33072,201604,1,5,0,294,0,5
"33073",33073,201804,0,4,71046300,308,230669.805194805,1
"33074",33074,201611,0,3,13300000,1366,9736.45680819912,5
"33075",33075,201605,0,1,0,1313,0,3
"33076",33076,201805,0,5,8549297.5,7,1221328.21428571,3
"33077",33077,201807,0,4,179165646.25,987,181525.47745694,4
"33078",33078,201608,0,5,0,1632,0,4
"33079",33079,201604,0,5,3656846.2,21,174135.533333333,5
"33080",33080,201609,0,5,0,730,0,2
"33081",33081,201802,0,5,14087131.15,6,2347855.19166667,4
"33082",33082,201611,0,4,0,799,0,4
"33083",33083,201709,0,5,0,19,0,1
"33084",33084,201708,0,5,0,142,0,6
"33085",33085,201707,0,0,0,26,0,3
"33086",33086,201805,0,5,0,23,0,4
"33087",33087,201712,0,5,0,10,0,1
"33088",33088,201710,0,0,0,4,0,3
"33089",33089,201804,0,2,63510859.05,2,31755429.525,6
"33090",33090,201711,0,4,0,5100,0,1
"33091",33091,201709,0,5,0,482,0,1
"33092",33092,201610,0,5,0,0,0,5
"33093",33093,201804,0,1,0,268,0,1
"33094",33094,201805,0,1,0,0,0,1
"33095",33095,201803,0,5,0,0,0,4
"33096",33096,201605,0,0,0,571,0,3
"33097",33097,201709,0,5,182942981.45,38,4814288.98552632,3
"33098",33098,201610,0,0,10844500,2228,4867.36983842011,3
"33099",33099,201703,0,4,0,1027,0,2
"33100",33100,201706,0,5,7469902.5,4,1867475.625,5
"33101",33101,201708,0,5,6454532.95,470,13733.0488297872,4
"33102",33102,201707,0,4,0,2822,0,3
"33103",33103,201612,0,5,4978542.5,16,311158.90625,5
"33104",33104,201705,1,5,0,899,0,2
"33105",33105,201805,0,5,0,8,0,4
"33106",33106,201705,0,4,123500,365,338.356164383562,2
"33107",33107,201806,0,5,2744850,26,105571.153846154,3
"33108",33108,201708,0,5,0,192,0,1
"33109",33109,201706,0,1,0,0,0,1
"33110",33110,201806,0,5,3443508.2,6,573918.033333333,4
"33111",33111,201803,0,5,0,628,0,3
"33112",33112,201702,0,5,0,10,0,4
"33113",33113,201612,0,5,0,4,0,2
"33114",33114,201606,0,1,0,156,0,3
"33115",33115,201701,0,0,0,40,0,1
"33116",33116,201804,0,2,20307879.45,77,263738.694155844,3
"33117",33117,201708,0,0,0,154,0,1
"33118",33118,201608,0,2,12317279.65,525,23461.485047619,7
"33119",33119,201805,0,4,799691.55,720,1110.68270833333,4
"33120",33120,201710,0,4,21264000,1816,11709.2511013216,1
"33121",33121,201708,0,0,0,590,0,1
"33122",33122,201604,0,0,0,0,0,3
"33123",33123,201707,0,5,29884370,25,1195374.8,6
"33124",33124,201706,0,0,0,1126,0,1
"33125",33125,201611,0,5,0,0,0,3
"33126",33126,201807,0,5,0,93,0,1
"33127",33127,201702,0,5,0,31,0,2
"33128",33128,201606,0,5,0,5,0,3
"33129",33129,201701,0,5,0,813,0,3
"33130",33130,201806,0,4,0,22,0,3
"33131",33131,201711,0,4,0,94,0,1
"33132",33132,201707,0,0,23094282,137,168571.401459854,5
"33133",33133,201708,0,5,0,1270,0,5
"33134",33134,201807,0,5,32084016.9,259,123876.513127413,6
"33135",33135,201707,0,5,87843077.35,2166,40555.4373730379,6
"33136",33136,201706,0,5,35138399.15,1858,18911.9478740581,8
"33137",33137,201805,0,4,0,767,0,2
"33138",33138,201611,0,5,11489000.95,0,0,6
"33139",33139,201607,0,4,6978235,770,9062.64285714286,5
"33140",33140,201608,0,5,0,288,0,1
"33141",33141,201604,0,4,120695,15,8046.33333333333,4
"33142",33142,201706,0,0,0,612,0,1
"33143",33143,201703,0,5,56990403.35,803,70971.8597135741,6
"33144",33144,201703,0,5,20611753.35,4079,5053.13884530522,6
"33145",33145,201601,0,1,0,783,0,2
"33146",33146,201703,1,5,0,6,0,2
"33147",33147,201602,1,5,0,4,0,1
"33148",33148,201602,0,5,9912800,0,0,5
"33149",33149,201707,0,5,60540491.35,506,119645.239822134,2
"33150",33150,201803,0,5,0,1804,0,1
"33151",33151,201607,1,1,22019306.4,545,40402.3970642202,2
"33152",33152,201705,0,5,0,6,0,4
"33153",33153,201803,0,5,1202851.15,19,63307.9552631579,3
"33154",33154,201606,0,4,0,617,0,3
"33155",33155,201604,0,1,0,6,0,5
"33156",33156,201606,0,5,0,44,0,6
"33157",33157,201710,0,4,17272699,29,595610.310344828,5
"33158",33158,201611,0,5,0,2242,0,1
"33159",33159,201701,0,5,125906921.8,314,400977.457961783,6
"33160",33160,201807,0,5,14862928.2295,2597,5723.11445109742,3
"33161",33161,201806,0,1,0,1113,0,2
"33162",33162,201805,0,5,1415000,4,353750,3
"33163",33163,201805,0,5,370500,471,786.624203821656,2
"33164",33164,201709,0,5,0,193,0,2
"33165",33165,201703,0,5,60080042.65,140,429143.161785714,6
"33166",33166,201610,0,2,15235263.15,2385,6387.95100628931,7
"33167",33167,201609,1,1,31840750,1196,26622.7006688963,5
"33168",33168,201609,0,0,3625000,384,9440.10416666667,5
"33169",33169,201706,0,5,8523190,428,19913.9953271028,6
"33170",33170,201707,0,5,0,1171,0,3
"33171",33171,201709,0,5,0,3,0,2
"33172",33172,201807,1,0,0,2,0,4
"33173",33173,201805,0,2,215181192.75,522,412224.507183908,5
"33174",33174,201710,0,5,0,2676,0,4
"33175",33175,201701,0,5,3745000,67,55895.5223880597,5
"33176",33176,201701,0,5,0,242,0,5
"33177",33177,201709,0,5,0,324,0,3
"33178",33178,201611,0,4,0,5,0,1
"33179",33179,201706,1,1,40729852.75,75,543064.703333333,6
"33180",33180,201802,0,5,752575,1199,627.668890742285,5
"33181",33181,201610,0,4,82530250,626,131837.460063898,6
"33182",33182,201803,0,5,147071451.515,1439,102203.927390549,5
"33183",33183,201802,0,5,24202717.4405,220,110012.352002273,5
"33184",33184,201803,0,0,0,309,0,2
"33185",33185,201601,1,5,0,245,0,1
"33186",33186,201703,0,4,110442673.65,155,712533.378387097,5
"33187",33187,201609,0,5,0,1160,0,1
"33188",33188,201804,0,5,0,13,0,4
"33189",33189,201706,0,0,0,33,0,3
"33190",33190,201805,0,5,12590761.65,4,3147690.4125,5
"33191",33191,201711,0,0,32617407,85,383734.2,6
"33192",33192,201610,0,0,0,1101,0,4
"33193",33193,201602,0,0,0,13,0,1
"33194",33194,201603,0,0,0,55,0,1
"33195",33195,201604,0,0,0,1,0,1
"33196",33196,201602,0,0,892500,31,28790.3225806452,4
"33197",33197,201610,0,5,62146550,145,428596.896551724,5
"33198",33198,201711,0,4,0,925,0,2
"33199",33199,201701,0,4,0,101,0,1
"33200",33200,201709,1,0,0,283,0,2
"33201",33201,201711,0,5,0,3,0,2
"33202",33202,201705,0,3,0,9,0,6
"33203",33203,201606,0,4,1583435.2,213,7433.96807511737,5
"33204",33204,201702,0,2,199256042.9,619,321899.907754443,5
"33205",33205,201603,0,4,0,1503,0,4
"33206",33206,201701,0,0,0,89,0,4
"33207",33207,201609,0,2,0,78,0,3
"33208",33208,201705,0,5,42123693.1,1094,38504.2898537477,5
"33209",33209,201704,0,5,0,640,0,4
"33210",33210,201711,0,5,0,134,0,2
"33211",33211,201707,0,5,0,3,0,4
"33212",33212,201610,0,1,1937013.0645,2928,661.548177766393,2
"33213",33213,201711,0,5,483340,33,14646.6666666667,5
"33214",33214,201705,0,0,11924,300,39.7466666666667,4
"33215",33215,201612,0,0,0,5,0,2
"33216",33216,201806,0,5,160329087.5,2,80164543.75,2
"33217",33217,201610,0,5,0,157,0,1
"33218",33218,201803,0,1,0,392,0,4
"33219",33219,201701,0,5,1269850,85,14939.4117647059,1
"33220",33220,201701,0,5,51880311.8,189,274499.004232804,5
"33221",33221,201601,0,5,0,159,0,1
"33222",33222,201804,0,5,21223773.55,128,165810.730859375,3
"33223",33223,201803,0,5,0,533,0,4
"33224",33224,201611,0,5,25541715,104,245593.413461538,4
"33225",33225,201608,0,4,0,1050,0,1
"33226",33226,201607,0,4,0,1378,0,1
"33227",33227,201611,0,1,42260693.55,34,1242961.575,4
"33228",33228,201711,0,5,0,346,0,1
"33229",33229,201707,0,5,82690266.85,2,41345133.425,4
"33230",33230,201603,0,0,202332.1,1406,143.906187766714,5
"33231",33231,201607,0,5,5311512.6,291,18252.6206185567,3
"33232",33232,201709,0,5,8333145,122,68304.4672131148,4
"33233",33233,201710,0,4,388500,503,772.365805168986,5
"33234",33234,201802,0,5,24337915,83,293227.891566265,5
"33235",33235,201604,0,5,0,1284,0,1
"33236",33236,201804,0,0,1349,220,6.13181818181818,3
"33237",33237,201802,0,5,9012755,1233,7309.61476074615,4
"33238",33238,201711,0,4,1439315840.5,781,1842914.00832266,3
"33239",33239,201704,0,4,0,583,0,1
"33240",33240,201708,0,5,0,247,0,2
"33241",33241,201610,0,5,29587253.2,4,7396813.3,5
"33242",33242,201803,0,3,0,653,0,1
"33243",33243,201711,0,0,0,1,0,1
"33244",33244,201602,0,5,0,966,0,3
"33245",33245,201609,0,4,19700396.55,99,198993.904545455,6
"33246",33246,201601,0,0,0,1197,0,1
"33247",33247,201708,0,5,0,426,0,5
"33248",33248,201712,0,0,0,211,0,1
"33249",33249,201709,0,4,14414050,0,0,7
"33250",33250,201711,0,5,10843539.4,1592,6811.26846733668,4
"33251",33251,201802,0,4,2276500,1274,1786.89167974882,5
"33252",33252,201705,0,5,18274190.2,187,97722.9422459893,6
"33253",33253,201711,0,0,0,1242,0,4
"33254",33254,201707,0,5,0,19,0,1
"33255",33255,201807,0,5,1723290,248,6948.75,4
"33256",33256,201807,0,5,34848968.6,797,43725.1801756587,4
"33257",33257,201711,0,5,925750,993,932.275931520644,5
"33258",33258,201602,0,5,0,1258,0,2
"33259",33259,201709,1,4,522500,4,130625,4
"33260",33260,201609,0,5,7700300,318,24214.7798742138,5
"33261",33261,201709,0,5,0,524,0,4
"33262",33262,201602,0,0,0,9,0,1
"33263",33263,201602,0,1,0,258,0,1
"33264",33264,201610,0,4,5757500,107,53808.4112149533,6
"33265",33265,201608,0,5,0,244,0,3
"33266",33266,201705,0,5,39330345,19,2070018.15789474,4
"33267",33267,201603,0,5,0,1574,0,3
"33268",33268,201609,0,5,0,3,0,5
"33269",33269,201604,0,3,4285404.45,21,204066.878571429,3
"33270",33270,201805,0,5,0,296,0,2
"33271",33271,201803,0,0,0,2,0,2
"33272",33272,201711,0,5,37171408.25,5,7434281.65,6
"33273",33273,201802,0,5,0,5242,0,2
"33274",33274,201706,0,4,0,2339,0,5
"33275",33275,201803,0,4,0,77,0,2
"33276",33276,201610,0,5,104681423.3,552,189640.259601449,6
"33277",33277,201804,0,0,0,1784,0,2
"33278",33278,201707,0,5,0,130,0,2
"33279",33279,201709,0,5,500500,1,500500,4
"33280",33280,201611,0,0,0,728,0,2
"33281",33281,201705,0,5,0,2,0,2
"33282",33282,201609,0,0,91571351,2,45785675.5,5
"33283",33283,201702,0,0,36689799.95,673,54516.7904160476,5
"33284",33284,201602,0,5,380000,258,1472.86821705426,6
"33285",33285,201603,0,0,7495464.95,149,50305.1338926175,4
"33286",33286,201708,0,5,0,265,0,2
"33287",33287,201711,0,1,0,4,0,1
"33288",33288,201805,0,4,6793594.8,2,3396797.4,5
"33289",33289,201702,1,5,50000,830,60.2409638554217,4
"33290",33290,201806,0,0,101712922.4,12,8476076.86666667,3
"33291",33291,201801,0,5,0,285,0,1
