"","id","valor_total_transferido","n_transacciones_exitosas","val_por_transaccion","disposit"
"25115",101651,0,240,0,2
"25116",101652,6433550,6,1072258.33333333,4
"25117",101653,0,1331,0,1
"25118",101654,451303146.4,124,3639541.50322581,7
"25119",101655,0,3765,0,3
"25120",101656,0,387,0,1
"25121",101657,0,76,0,3
"25122",101658,5101997.5,22,231908.977272727,5
"25123",101659,0,182,0,1
"25124",101660,0,10,0,1
"25125",101661,0,1,0,1
"25126",101662,5626000,332,16945.7831325301,6
"25127",101663,4592349.5,448,10250.7801339286,5
"25128",101664,79074967.8,296,267145.161486486,4
"25129",101665,0,1399,0,2
"25130",101666,5248125,375,13995,2
"25131",101667,784500,710,1104.92957746479,4
"25132",101668,0,380,0,1
"25133",101669,0,185,0,4
"25134",101670,318855.6295,17,18756.2135,2
"25135",101671,46554658.85,705,66034.9770921986,4
"25136",101672,0,3132,0,1
"25137",101673,51928085,21,2472765.95238095,4
"25138",101674,3456100,2257,1531.28046078866,3
"25139",101675,48823.95,304,160.605098684211,2
"25140",101676,115216.95,216,533.411805555556,2
"25141",101677,2985608.15,6,497601.358333333,3
"25142",101678,0,32,0,1
"25143",101679,10471843,151,69349.9536423841,4
"25144",101680,283500,781,362.996158770807,2
"25145",101681,3718050,112,33196.875,5
"25146",101682,0,1595,0,6
"25147",101683,17462427.15,1735,10064.7995100865,3
"25148",101684,0,964,0,3
"25149",101685,5592550.35,26,215098.090384615,7
"25150",101686,0,293,0,3
"25151",101687,0,59,0,3
"25152",101688,0,19,0,6
"25153",101689,23625,43,549.418604651163,4
"25154",101690,24537541.45,50,490750.829,3
"25155",101691,12835139,1641,7821.53503960999,5
"25156",101692,112575,454,247.962555066079,5
"25157",101693,76005792.2,828,91794.4350241546,3
"25158",101694,0,547,0,1
"25159",101695,52500,100,525,4
"25160",101696,1911000,227,8418.50220264317,5
"25161",101697,2407.3,386,6.23652849740933,2
"25162",101698,0,3,0,1
"25163",101699,2995718.3,2,1497859.15,8
"25164",101700,155630479.1,598,260251.63729097,5
"25165",101701,0,1928,0,1
"25166",101702,2780874,4,695218.5,7
"25167",101703,543449033.7,1374,395523.31419214,6
"25168",101704,52752542.7,1623,32503.1070240296,6
"25169",101705,0,627,0,2
"25170",101706,2445700,135,18116.2962962963,2
"25171",101707,0,1032,0,3
"25172",101708,0,8,0,2
"25173",101709,855093.1,2,427546.55,5
"25174",101710,0,98,0,3
"25175",101711,0,15,0,4
"25176",101712,0,26,0,4
"25177",101713,105161745.25,679,154877.38622975,5
"25178",101714,67933964.55,3267,20793.9897612489,4
"25179",101715,18210000,2277,7997.36495388669,3
"25180",101716,0,332,0,6
"25181",101717,2263384.65,373,6068.05536193029,4
"25182",101718,15374216.5,20,768710.825,6
"25183",101719,49475900,686,72122.3032069971,5
"25184",101720,170611927.05,874,195208.154519451,5
"25185",101721,1158200,2048,565.52734375,9
"25186",101722,5794536.5,760,7624.39013157895,5
"25187",101723,0,668,0,2
"25188",101724,29996525,24,1249855.20833333,6
"25189",101725,22027869.45,380,57968.0775,2
"25190",101726,0,54,0,4
"25191",101727,0,23,0,1
"25192",101728,16422528,0,0,4
"25193",101729,0,954,0,1
"25194",101730,0,2930,0,4
"25195",101731,17554867.05,4,4388716.7625,6
"25196",101732,0,384,0,3
"25197",101733,37884655.7085,302,125445.87982947,4
"25198",101734,12681920,34,372997.647058824,7
"25199",101735,737500,536,1375.9328358209,5
"25200",101736,55153180.821,168,328292.742982143,4
"25201",101737,10310000,106,97264.1509433962,3
"25202",101738,38233100,1834,20846.8375136314,8
"25203",101739,9810410,1118,8774.96422182469,4
"25204",101740,108747219.6,623,174554.124558587,4
"25205",101741,13085320.15,1691,7738.21416321703,2
"25206",101742,3925850,69,56896.3768115942,4
"25207",101743,18789011,276,68076.1268115942,7
"25208",101744,1050000,2804,374.465049928673,4
"25209",101745,0,224,0,2
"25210",101746,30221458.5,1395,21664.1279569892,5
"25211",101747,0,2754,0,1
"25212",101748,3960500,2,1980250,6
"25213",101749,7695000,348,22112.0689655172,6
"25214",101750,0,206,0,4
"25215",101751,210513629.25,43,4895665.79651163,8
"25216",101752,10293119,3994,2577.1454682023,3
"25217",101753,0,1350,0,1
"25218",101754,0,0,0,2
"25219",101755,0,2,0,3
"25220",101756,0,163,0,1
"25221",101757,31758770.95,191,166276.287696335,5
"25222",101758,0,1152,0,2
"25223",101759,111551604.9,5,22310320.98,4
"25224",101760,49773820,43,1157530.69767442,6
"25225",101761,1830000,594,3080.80808080808,4
"25226",101762,0,54,0,2
"25227",101763,10878443.6325,13,836803.356346154,5
"25228",101764,11617540.2,945,12293.6933333333,6
"25229",101765,0,1568,0,1
"25230",101766,0,165,0,2
"25231",101767,0,2,0,2
"25232",101768,11414069.95,128,89172.421484375,7
"25233",101769,0,949,0,2
"25234",101770,1987810579.2,0,0,5
"25235",101771,0,1090,0,3
"25236",101772,0,8,0,2
"25237",101773,0,9,0,3
"25238",101774,448172,11,40742.9090909091,5
"25239",101775,0,1081,0,1
"25240",101776,14620902.95,49,298385.774489796,4
"25241",101777,0,35,0,4
"25242",101778,152066977.75,781,194708.038092189,7
"25243",101779,0,1402,0,1
"25244",101780,0,178,0,1
"25245",101781,0,142,0,3
"25246",101782,0,194,0,2
"25247",101783,0,25,0,1
"25248",101784,423450,0,0,3
"25249",101785,0,1115,0,4
"25250",101786,2430857.05,2014,1206.9796673287,6
"25251",101787,0,232,0,2
"25252",101788,13180272.75,3,4393424.25,3
"25253",101789,5175000,48,107812.5,5
"25254",101790,5072460.75,493,10288.9670385396,2
"25255",101791,4302298.991,24,179262.457958333,2
"25256",101792,3340375.6,263,12701.0479087452,5
"25257",101793,0,38,0,3
"25258",101794,14024317.9,8,1753039.7375,4
"25259",101795,465500,697,667.862266857963,4
"25260",101796,0,158,0,3
"25261",101797,1710450,4,427612.5,5
"25262",101798,212750,145,1467.24137931034,4
"25263",101799,0,481,0,5
"25264",101800,0,318,0,2
"25265",101801,83725,600,139.541666666667,5
"25266",101802,1396500,348,4012.93103448276,6
"25267",101803,6994059.4,654,10694.2804281346,5
"25268",101804,12902511.15,1054,12241.4716793169,4
"25269",101805,0,729,0,1
"25270",101806,0,166,0,2
"25271",101807,60126,7,8589.42857142857,5
"25272",101808,0,249,0,3
"25273",101809,0,116,0,4
"25274",101810,0,102,0,2
"25275",101811,41340225,358,115475.488826816,5
"25276",101812,14316809.85,249,57497.228313253,2
"25277",101813,49270380.6,85,579651.536470588,8
"25278",101814,47340000,1512,31309.5238095238,7
"25279",101815,29116669.05,671,43392.9494038748,6
"25280",101816,0,1376,0,1
"25281",101817,14672100,667,21997.1514242879,2
"25282",101818,0,717,0,1
"25283",101819,222162510,177,1255155.42372881,3
"25284",101820,4438483.35,3411,1301.22642919965,6
"25285",101821,177750,66,2693.18181818182,5
"25286",101822,8087600,68,118935.294117647,6
"25287",101823,0,509,0,1
"25288",101824,112560,109,1032.66055045872,6
"25289",101825,81490700,238,342397.899159664,3
"25290",101826,31698000,5040,6289.28571428571,2
"25291",101827,562654.9,548,1026.74251824818,5
"25292",101828,9904397.6,251,39459.7513944223,2
"25293",101829,85209557.5,113,754066.880530973,5
"25294",101830,0,1132,0,1
"25295",101831,1659283.1,0,0,6
"25296",101832,0,567,0,2
"25297",101833,0,4,0,1
"25298",101834,8561550,20,428077.5,4
"25299",101835,2862350,883,3241.6194790487,5
"25300",101836,778324.4,410,1898.35219512195,2
"25301",101837,143800,18,7988.88888888889,5
"25302",101838,12005522.15,12,1000460.17916667,7
"25303",101839,0,906,0,3
"25304",101840,0,13,0,4
"25305",101841,40852500,11,3713863.63636364,6
"25306",101842,6048730,522,11587.6053639847,3
"25307",101843,0,1037,0,1
"25308",101844,5248788,10,524878.8,6
"25309",101845,1305716.95,746,1750.29081769437,8
"25310",101846,0,1026,0,6
"25311",101847,7129285,232,30729.6767241379,2
"25312",101848,0,844,0,1
"25313",101849,28949575,1,28949575,6
"25314",101850,747600,3678,203.26264274062,5
"25315",101851,0,225,0,5
"25316",101852,1349,218,6.18807339449541,5
"25317",101853,0,2158,0,1
"25318",101854,60425550,938,64419.5628997868,5
"25319",101855,1960107.5,1054,1859.68453510436,6
"25320",101856,0,1444,0,3
"25321",101857,0,6,0,4
"25322",101858,0,196,0,1
"25323",101859,34001654.95,0,0,2
"25324",101860,0,423,0,1
"25325",101861,833500,2,416750,5
"25326",101862,0,224,0,1
"25327",101863,0,25,0,1
"25328",101864,44665060.2,0,0,7
"25329",101865,0,2165,0,2
"25330",101866,1114737.35,2,557368.675,5
"25331",101867,0,317,0,1
"25332",101868,21456435.75,0,0,2
"25333",101869,39464,15,2630.93333333333,3
"25334",101870,0,436,0,3
"25335",101871,0,5,0,1
"25336",101872,0,840,0,1
"25337",101873,0,0,0,1
"25338",101874,0,13,0,3
"25339",101875,18380.6,211,87.1118483412322,4
"25340",101876,1539000,24,64125,4
"25341",101877,0,78,0,5
"25342",101878,0,68,0,1
"25343",101879,590274,4,147568.5,5
"25344",101880,16626690.05,321,51796.542211838,7
"25345",101881,57000,1560,36.5384615384615,5
"25346",101882,0,441,0,2
"25347",101883,25452150,339,75080.0884955752,7
"25348",101884,6026621.4,1866,3229.70064308682,6
"25349",101885,6137882,1548,3965.04005167959,6
"25350",101886,89036559.35,1192,74695.1001258389,2
"25351",101887,56917678.3,803,70881.2930261519,5
"25352",101888,0,1144,0,2
"25353",101889,6881462.5,5,1376292.5,2
"25354",101890,8322536.05,1123,7410.98490650045,5
"25355",101891,0,1328,0,2
"25356",101892,0,0,0,1
"25357",101893,0,8,0,1
"25358",101894,0,2558,0,4
"25359",101895,0,82,0,2
"25360",101896,0,9,0,1
"25361",101897,15862312.4,317,50038.8403785489,7
"25362",101898,0,947,0,3
"25363",101899,52461358.8805,47,1116199.12511702,6
"25364",101900,0,2442,0,1
"25365",101901,903000,199,4537.68844221106,5
"25366",101902,0,113,0,4
"25367",101903,420000,146,2876.71232876712,4
"25368",101904,1436205,145,9904.86206896552,6
"25369",101905,0,478,0,7
"25370",101906,9009705.95,493,18275.2656186613,2
"25371",101907,0,5,0,2
"25372",101908,0,2,0,5
"25373",101909,0,60,0,1
"25374",101910,0,2,0,2
"25375",101911,0,18,0,1
"25376",101912,6837458.35,0,0,3
"25377",101913,0,458,0,1
"25378",101914,0,2,0,4
"25379",101915,0,14,0,3
"25380",101916,437000,16,27312.5,4
"25381",101917,42097313.5,529,79579.0425330813,7
"25382",101918,6950,1379,5.03988397389413,2
"25383",101919,26326064.65,241,109236.782780083,4
"25384",101920,5865185,1687,3476.695317131,4
"25385",101921,308115684.1,578,533072.117820069,5
"25386",101922,0,4014,0,1
"25387",101923,0,188,0,2
"25388",101924,336604723.524,4,84151180.881,4
"25389",101925,144308114.5,1139,126697.203248464,4
"25390",101926,0,1517,0,1
"25391",101927,0,345,0,1
"25392",101928,48019096.8,86,558361.590697674,5
"25393",101929,35523438.65,2153,16499.507036693,3
"25394",101930,60824353.8,128,475190.2640625,7
"25395",101931,0,1012,0,1
"25396",101932,330023.35,20,16501.1675,3
"25397",101933,0,18,0,1
"25398",101934,0,917,0,4
"25399",101935,0,183,0,3
"25400",101936,0,7,0,1
"25401",101937,0,19,0,2
"25402",101938,0,4,0,1
"25403",101939,0,1,0,4
"25404",101940,43619252,492,88657.0162601626,5
"25405",101941,95950,1003,95.6630109670987,5
"25406",101942,1799051.55,236,7623.09978813559,7
"25407",101943,24664200,259,95228.5714285714,2
"25408",101944,0,482,0,1
"25409",101945,0,905,0,1
"25410",101946,0,2,0,2
"25411",101947,0,43,0,1
"25412",101948,4870175.3,43,113259.890697674,7
"25413",101949,0,1043,0,2
"25414",101950,1639200,4,409800,4
"25415",101951,0,651,0,3
"25416",101952,0,11,0,4
"25417",101953,17166237.5,250,68664.95,5
"25418",101954,387700,674,575.222551928783,4
"25419",101955,0,465,0,4
"25420",101956,25508574.85,38,671278.285526316,7
"25421",101957,0,990,0,1
"25422",101958,594400,272,2185.29411764706,6
"25423",101959,0,279,0,2
"25424",101960,3800114.85,201,18906.0440298507,6
"25425",101961,0,994,0,2
"25426",101962,0,44,0,1
"25427",101963,4012500,267,15028.0898876404,5
"25428",101964,0,472,0,2
"25429",101965,106173697.1595,2,53086848.57975,8
"25430",101966,39839938.1,2324,17142.8305077453,5
"25431",101967,1785092.75,2232,799.772737455197,4
"25432",101968,39735794.1,35,1135308.40285714,3
"25433",101969,206081159.5,240,858671.497916667,7
"25434",101970,3286748.7,3366,976.455347593583,4
"25435",101971,111494806.5,484,230361.170454545,2
"25436",101972,0,330,0,1
"25437",101973,0,2,0,1
"25438",101974,0,28,0,5
"25439",101975,2956138.4,51,57963.4980392157,7
"25440",101976,0,152,0,3
"25441",101977,0,5,0,6
"25442",101978,14021322,281,49897.9430604982,3
"25443",101979,0,6,0,2
"25444",101980,1437037.35,14,102645.525,9
"25445",101981,732930,678,1081.01769911504,3
"25446",101982,0,305,0,1
"25447",101983,0,14,0,1
"25448",101984,0,88,0,2
"25449",101985,4854640,0,0,7
"25450",101986,0,980,0,6
"25451",101987,0,352,0,1
"25452",101988,0,0,0,2
"25453",101989,9518373.6,2,4759186.8,3
"25454",101990,54032121.716,2032,26590.6110807087,6
"25455",101991,0,4686,0,4
"25456",101992,0,6,0,5
"25457",101993,0,188,0,3
"25458",101994,0,302,0,3
"25459",101995,0,5,0,1
"25460",101996,2242000,2,1121000,5
"25461",101997,3397090,92,36924.8913043478,6
"25462",101998,105000,338,310.650887573964,6
"25463",101999,0,1921,0,1
"25464",102000,6353075,4,1588268.75,4
"25465",102001,0,713,0,3
"25466",102002,703000,7,100428.571428571,5
"25467",102003,2464400,618,3987.70226537217,5
"25468",102004,0,512,0,3
"25469",102005,0,24,0,3
"25470",102006,4623799.15,16,288987.446875,7
"25471",102007,7642454.1,1408,5427.87933238636,2
"25472",102008,0,922,0,2
"25473",102009,11683250,179,65269.5530726257,5
"25474",102010,0,696,0,3
"25475",102011,0,1526,0,1
"25476",102012,0,12,0,1
"25477",102013,0,4,0,2
"25478",102014,4773167.5,0,0,2
"25479",102015,0,840,0,1
"25480",102016,16517638.1,180,91764.6561111111,6
"25481",102017,1587192.5,2329,681.490983254616,6
"25482",102018,0,548,0,5
"25483",102019,0,231,0,1
"25484",102020,1529337.5,5,305867.5,2
"25485",102021,0,18,0,1
"25486",102022,90933519.25,1486,61193.4853633917,7
"25487",102023,0,4319,0,3
"25488",102024,12402669.3,372,33340.5088709677,5
"25489",102025,6878281.85,552,12460.6555253623,6
"25490",102026,0,557,0,1
"25491",102027,1900000,8,237500,4
"25492",102028,3152500,214,14731.308411215,1
"25493",102029,379900.75,349,1088.54083094556,5
"25494",102030,0,369,0,3
"25495",102031,0,43,0,5
"25496",102032,0,126,0,2
"25497",102033,6050411.9,153,39545.1758169935,2
"25498",102034,0,1060,0,3
"25499",102035,40767782.5,129,316029.321705426,3
"25500",102036,181324.6,2373,76.4115465655289,7
"25501",102037,0,562,0,3
"25502",102038,0,71,0,3
"25503",102039,0,5,0,2
"25504",102040,96324115.45,2,48162057.725,5
"25505",102041,0,1039,0,4
"25506",102042,0,53,0,1
"25507",102043,1911500,12,159291.666666667,2
"25508",102044,0,393,0,3
"25509",102045,0,9,0,3
"25510",102046,10207987.45,205,49795.0607317073,5
"25511",102047,0,10,0,1
"25512",102048,4242881.1,368,11529.5682065217,3
"25513",102049,53645305,174,308306.350574713,2
"25514",102050,0,901,0,3
"25515",102051,0,4,0,1
"25516",102052,0,17,0,1
"25517",102053,0,518,0,1
"25518",102054,0,136,0,4
"25519",102055,4035500,8,504437.5,6
"25520",102056,32300,703,45.9459459459459,1
"25521",102057,0,249,0,5
"25522",102058,0,49,0,2
"25523",102059,9794127.15,2,4897063.575,3
"25524",102060,0,1099,0,2
"25525",102061,0,333,0,1
"25526",102062,0,0,0,1
"25527",102063,46469529.35,2,23234764.675,4
"25528",102064,0,420,0,1
"25529",102065,0,1,0,4
"25530",102066,840000,17,49411.7647058823,4
"25531",102067,9210000,305,30196.7213114754,4
"25532",102068,0,186,0,4
"25533",102069,0,89,0,6
"25534",102070,2151725.4,529,4067.53383742911,4
"25535",102071,0,91,0,3
"25536",102072,0,15,0,4
"25537",102073,90377789.2,11,8216162.65454546,7
"25538",102074,191349,3831,49.9475332811276,4
"25539",102075,284717760.6,24,11863240.025,4
"25540",102076,2410750,12,200895.833333333,3
"25541",102077,0,509,0,4
"25542",102078,0,17,0,4
"25543",102079,0,35,0,2
"25544",102080,17597193.35,2,8798596.675,5
"25545",102081,54774250,736,74421.535326087,5
"25546",102082,5022900,2526,1988.47980997625,2
"25547",102083,547850,855,640.760233918129,2
"25548",102084,0,121,0,2
"25549",102085,0,5,0,5
"25550",102086,123616531.75,136,908945.086397059,5
"25551",102087,10719403.6,3912,2740.13384458078,6
"25552",102088,0,7122,0,6
"25553",102089,0,73,0,5
"25554",102090,3143480,25,125739.2,4
"25555",102091,0,85,0,3
"25556",102092,26085482.2,298,87535.1751677852,3
"25557",102093,1486114.45,77,19300.1876623377,3
"25558",102094,23184303.45,437,53053.32597254,2
"25559",102095,15750,1653,9.52813067150635,1
"25560",102096,0,1,0,1
"25561",102097,55650,45,1236.66666666667,5
"25562",102098,0,217,0,3
"25563",102099,0,8,0,6
"25564",102100,0,412,0,3
"25565",102101,0,6,0,4
"25566",102102,141878402.2,37,3834551.41081081,2
"25567",102103,0,3651,0,4
"25568",102104,0,7,0,1
"25569",102105,0,40,0,3
"25570",102106,125942880,471,267394.649681529,4
"25571",102107,0,1527,0,1
"25572",102108,0,1,0,1
"25573",102109,37992414,20,1899620.7,5
"25574",102110,0,3039,0,6
"25575",102111,0,68,0,3
"25576",102112,0,125,0,4
"25577",102113,92748996.1,10,9274899.61,6
"25578",102114,27683076.75,1286,21526.4982503888,4
"25579",102115,0,16,0,1
"25580",102116,0,43,0,1
"25581",102117,0,6,0,2
"25582",102118,14874250,191,77875.6544502618,6
"25583",102119,66105,969,68.2198142414861,2
"25584",102120,0,282,0,1
"25585",102121,8278990,116,71370.6034482759,1
"25586",102122,0,466,0,5
"25587",102123,61214235.75,81,755731.305555556,6
"25588",102124,0,769,0,2
"25589",102125,0,2,0,3
"25590",102126,0,318,0,2
"25591",102127,0,2,0,2
"25592",102128,14902616.65,101,147550.65990099,6
"25593",102129,102600,806,127.295285359801,5
"25594",102130,0,1659,0,4
"25595",102131,0,601,0,1
"25596",102132,0,294,0,1
"25597",102133,0,100,0,3
"25598",102134,0,199,0,1
"25599",102135,2146425,14,153316.071428571,6
"25600",102136,100353000,588,170668.367346939,5
"25601",102137,4622221.5,1000,4622.2215,6
"25602",102138,0,374,0,4
"25603",102139,73111895.05,34,2150349.85441176,7
"25604",102140,0,1704,0,1
"25605",102141,0,2625,0,4
"25606",102142,0,702,0,4
"25607",102143,0,567,0,4
"25608",102144,978626,9,108736.222222222,6
"25609",102145,0,2260,0,3
"25610",102146,755030.75,54,13982.0509259259,6
"25611",102147,4544000,133,34165.4135338346,5
"25612",102148,2650000,3600,736.111111111111,5
"25613",102149,94681839.05,259,365566.946138996,7
"25614",102150,0,3733,0,4
"25615",102151,0,7,0,4
"25616",102152,10454605,95,110048.473684211,1
"25617",102153,4.2e+07,629,66772.6550079491,4
"25618",102154,0,321,0,5
"25619",102155,0,42,0,1
"25620",102156,0,6,0,1
"25621",102157,72374705.45,0,0,6
"25622",102158,30757250,674,45633.9020771513,6
"25623",102159,2144253.85,436,4918.01341743119,5
"25624",102160,0,433,0,1
"25625",102161,0,11,0,1
"25626",102162,0,9,0,5
"25627",102163,0,77,0,1
"25628",102164,0,172,0,3
"25629",102165,0,31,0,1
"25630",102166,343248283.55,2,171624141.775,3
"25631",102167,23865934.15,161,148235.615838509,4
"25632",102168,20606.25,1625,12.6807692307692,3
"25633",102169,13761833.6,23,598340.591304348,5
"25634",102170,13965245.8,1666,8382.50048019208,3
"25635",102171,0,644,0,4
"25636",102172,38198629.45,8,4774828.68125,5
"25637",102173,33029252.45,2153,15341.0369019972,5
"25638",102174,0,2359,0,1
"25639",102175,147197799.25,1,147197799.25,6
"25640",102176,25260875,2573,9817.67392149242,6
"25641",102177,113100,3663,30.8763308763309,2
"25642",102178,0,135,0,2
"25643",102179,6373360,2,3186680,6
"25644",102180,0,120,0,1
"25645",102181,18755122.5,0,0,2
"25646",102182,0,2151,0,4
"25647",102183,0,3,0,2
"25648",102184,7767632,3,2589210.66666667,7
"25649",102185,751500,641,1172.38689547582,6
"25650",102186,0,371,0,5
"25651",102187,0,23,0,1
"25652",102188,0,110,0,4
"25653",102189,0,122,0,2
"25654",102190,15403298.95,258,59702.7091085271,4
"25655",102191,2928070,148,19784.2567567568,6
"25656",102192,5928000,810,7318.51851851852,5
"25657",102193,0,759,0,5
"25658",102194,0,60,0,2
"25659",102195,0,9,0,3
"25660",102196,51050000,63,810317.46031746,6
"25661",102197,0,296,0,3
"25662",102198,151482711.15,211,717927.540995261,3
"25663",102199,0,2958,0,3
"25664",102200,6783550,75,90447.3333333333,4
"25665",102201,149500,634,235.804416403785,4
"25666",102202,321808.7,652,493.571625766871,4
"25667",102203,0,10,0,3
"25668",102204,0,65,0,4
"25669",102205,76668568.45,384,199657.730338542,8
"25670",102206,0,537,0,6
"25671",102207,39309300,203,193641.871921182,5
"25672",102208,595108.2,1732,343.595958429561,7
"25673",102209,0,503,0,1
"25674",102210,376763880.3,1110,339426.919189189,4
"25675",102211,256500,520,493.269230769231,5
"25676",102212,0,432,0,1
"25677",102213,0,17,0,1
"25678",102214,1304250,16,81515.625,3
"25679",102215,0,503,0,4
"25680",102216,105955800,294,360393.87755102,7
"25681",102217,0,1143,0,5
"25682",102218,2111000,37,57054.0540540541,4
"25683",102219,0,415,0,4
"25684",102220,14495755.1,163,88931.0128834356,6
"25685",102221,0,1125,0,4
"25686",102222,0,807,0,2
"25687",102223,0,0,0,1
"25688",102224,0,0,0,1
"25689",102225,0,1121,0,5
"25690",102226,0,108,0,3
"25691",102227,63154511.5,6,10525751.9166667,6
"25692",102228,43759533,1498,29211.9712950601,4
"25693",102229,0,737,0,1
"25694",102230,9169340,13,705333.846153846,6
"25695",102231,0,824,0,2
"25696",102232,73250,6,12208.3333333333,1
"25697",102233,0,124,0,1
"25698",102234,16503810.35,2,8251905.175,8
"25699",102235,28663550.3,1348,21263.7613501484,5
"25700",102236,0,35,0,1
"25701",102237,651300.4,6,108550.066666667,6
"25702",102238,0,2271,0,3
"25703",102239,0,6,0,1
"25704",102240,5795350,6,965891.666666667,3
"25705",102241,12331566,289,42669.7785467128,6
"25706",102242,4642250,1084,4282.5184501845,4
"25707",102243,1365,118,11.5677966101695,2
"25708",102244,3494300,7,499185.714285714,2
"25709",102245,2055000,198,10378.7878787879,2
"25710",102246,0,67,0,1
"25711",102247,822900,78,10550,5
"25712",102248,2402161.25,184,13055.2241847826,6
"25713",102249,80561204.7835,363,221931.693618457,8
"25714",102250,6226250,2368,2629.3285472973,5
"25715",102251,0,393,0,2
"25716",102252,0,8,0,1
"25717",102253,31689915.85,0,0,5
"25718",102254,1059579.7,67,15814.6223880597,2
"25719",102255,258300,18,14350,4
"25720",102256,0,88,0,2
"25721",102257,0,9,0,4
"25722",102258,0,121,0,1
"25723",102259,0,1,0,1
"25724",102260,0,2,0,1
"25725",102261,0,2,0,2
"25726",102262,2786749.7,2,1393374.85,6
"25727",102263,0,324,0,2
"25728",102264,34578307.5,22,1571741.25,4
"25729",102265,453390,836,542.332535885167,4
"25730",102266,0,460,0,2
"25731",102267,97168424.2,14,6940601.72857143,3
"25732",102268,10837722,80,135471.525,6
"25733",102269,221734651.55,1427,155385.179782761,3
"25734",102270,95940481.95,1174,81721.0238074957,6
"25735",102271,0,689,0,2
"25736",102272,0,54,0,2
"25737",102273,8708637850,9,967626427.777778,10
"25738",102274,0,960,0,1
"25739",102275,217595119.7,52,4184521.53269231,7
"25740",102276,10103580,1531,6599.33376877858,8
"25741",102277,0,1176,0,5
"25742",102278,39887200,277,143997.111913357,5
"25743",102279,911201.05,354,2574.01426553672,2
"25744",102280,0,3,0,3
"25745",102281,360950,74,4877.7027027027,5
"25746",102282,4735456.45,185,25597.0618918919,3
"25747",102283,1349,1285,1.04980544747082,5
"25748",102284,12738726.75,29,439266.439655172,5
"25749",102285,994357.5,1524,652.465551181102,3
"25750",102286,1203351.7,505,2382.87465346535,5
"25751",102287,0,12,0,4
"25752",102288,57348494.2,67,855947.674626866,3
"25753",102289,7815750,1367,5717.44696415508,7
"25754",102290,50500,772,65.4145077720207,3
"25755",102291,0,107,0,2
"25756",102292,0,253,0,5
"25757",102293,452500,203,2229.06403940887,5
"25758",102294,743598.65,537,1384.72746741155,3
"25759",102295,0,39,0,1
"25760",102296,0,252,0,4
"25761",102297,0,288,0,1
"25762",102298,0,137,0,2
"25763",102299,0,1,0,4
"25764",102300,1995189.75,11,181380.886363636,3
"25765",102301,7887885,83,95034.7590361446,4
"25766",102302,0,1615,0,2
"25767",102303,0,4,0,2
"25768",102304,42063470.55,0,0,5
"25769",102305,0,3165,0,3
"25770",102306,98187810.35,3,32729270.1166667,2
"25771",102307,62152806.45,140,443948.6175,4
"25772",102308,0,1574,0,4
"25773",102309,11286826.45,495,22801.6695959596,4
"25774",102310,66908530.85,42,1593060.25833333,3
"25775",102311,0,412,0,4
"25776",102312,57280749.35,693,82656.203968254,8
"25777",102313,133960785.75,3691,36293.9002302899,4
"25778",102314,0,842,0,3
"25779",102315,0,3,0,1
"25780",102316,0,34,0,5
"25781",102317,1281000,328,3905.48780487805,5
"25782",102318,7129507.8,77,92591.0103896104,5
"25783",102319,0,131,0,4
"25784",102320,81456993.4,385,211576.606233766,4
"25785",102321,0,151,0,3
"25786",102322,0,722,0,2
"25787",102323,16459918.25,40,411497.95625,7
"25788",102324,17114055.2,1576,10859.1720812183,5
"25789",102325,0,2789,0,1
"25790",102326,58889542.8,37,1591609.26486486,9
"25791",102327,53527233,2398,22321.6150959133,5
"25792",102328,7720795,596,12954.3540268456,1
"25793",102329,52484386.95,743,70638.4750336474,3
"25794",102330,0,186,0,1
"25795",102331,855000,92,9293.47826086957,6
"25796",102332,0,1430,0,4
"25797",102333,41513122.8,184,225614.797826087,5
"25798",102334,0,199,0,3
"25799",102335,0,159,0,2
"25800",102336,0,2,0,3
"25801",102337,406571940,242,1680049.33884298,1
"25802",102338,0,5390,0,4
"25803",102339,0,90,0,2
"25804",102340,0,275,0,1
"25805",102341,896908.95,215,4171.66953488372,3
"25806",102342,1066000,9,118444.444444444,2
"25807",102343,0,335,0,1
"25808",102344,2663562.3,73,36487.1547945205,2
"25809",102345,811025,3,270341.666666667,6
"25810",102346,0,1174,0,2
"25811",102347,0,4,0,3
"25812",102348,4041920.45,36,112275.568055556,4
"25813",102349,12832915.7,101,127058.571287129,4
"25814",102350,2022500,976,2072.23360655738,5
"25815",102351,0,369,0,2
"25816",102352,0,104,0,3
"25817",102353,0,208,0,4
"25818",102354,6305059.25,499,12635.3892785571,7
"25819",102355,0,1307,0,1
"25820",102356,21434386.55,272,78802.8917279412,4
"25821",102357,38674588.95,3371,11472.7347819638,3
"25822",102358,0,45,0,1
"25823",102359,0,197,0,4
"25824",102360,0,24,0,1
"25825",102361,0,194,0,6
"25826",102362,0,410,0,6
"25827",102363,0,353,0,1
"25828",102364,17302000,11,1572909.09090909,4
"25829",102365,3700500,700,5286.42857142857,5
"25830",102366,4491805.35,2077,2162.64099662975,10
"25831",102367,0,1170,0,1
"25832",102368,0,144,0,1
"25833",102369,258000,21,12285.7142857143,6
"25834",102370,0,138,0,3
"25835",102371,65136002.55,1,65136002.55,2
"25836",102372,0,49,0,1
"25837",102373,773927,2,386963.5,6
"25838",102374,0,965,0,5
